Subject,Predicate,Object,sbjExtensionRarity,objExtensionRarity,subjectDegree,objectDegree
"Robert Timlin",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.502939945665972E-6,0.0650730411686587
"John David Kelly",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,9.004810820180681E-6,0.0650730411686587
"Melvyn Levitsky",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.2006414426907576E-5,0.024873649786938856
"Lloyd Cutler",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,4.6024588636479036E-5,0.024873649786938856
"Johnny Young (diplomat)",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,1.4507750765846654E-5,0.024873649786938856
"William A. Fletcher",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,6.003207213453788E-6,0.0650730411686587
"Ronald Lee Gilman",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,7.003741749029419E-6,0.0650730411686587
"Karen Nelson Moore",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,3.001603606726894E-6,0.0650730411686587
"Norman Mineta",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.9610476897282374E-4,0.024873649786938856
"Lee P. Brown",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,3.101657060284457E-5,0.024873649786938856
"Hillary Rodham Clinton",spouse,"Bill Clinton",4.0749796251018746E-5,2.1418282803193454E-4,0.001044558055140959,4.0749796251018746E-5
"Cameron R. Hume",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.4507750765846654E-5,0.024873649786938856
"Glenn A. Fine",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,2.2011759782663887E-5,0.0650730411686587
"Dan A. Polster",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,3.5018708745147096E-6,0.0650730411686587
"Walter Mondale",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,4.502405410090341E-4,0.024873649786938856
"Lindy Boggs",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,4.6024588636479036E-5,0.024873649786938856
"James Richard Cheek",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,8.00427628460505E-6,0.024873649786938856
"Jon DeGuilio",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.0005345355756313E-5,0.024873649786938856
"W. Robert Pearson",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,9.505078087968498E-6,0.024873649786938856
"Abner J. Mikva",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,4.5024054100903405E-5,0.024873649786938856
"Jim Guy Tucker",successor,"Bill Clinton",4.259608967896747E-5,2.1418282803193454E-4,1.7209194011900858E-4,5.679478623862329E-5
"Clifton R. Wharton, Jr.",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,2.4012828853815152E-5,0.024873649786938856
"Antonia Novello",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.700908710478573E-5,0.024873649786938856
"John Kerr, Baron Kerr of Kinlochard",president,"Bill Clinton",3.9639282528986224E-4,2.1418282803193454E-4,2.7014432460542043E-5,0.024873649786938856
"James Hormel",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,6.003207213453788E-6,0.024873649786938856
"David C. Halsted",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.1005879891331944E-5,0.024873649786938856
"Steve Ricchetti",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,3.001603606726894E-6,0.024873649786938856
"Bill Halter",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.2506681694695391E-5,0.024873649786938856
"Clay Constantinou",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.0505612623544128E-5,0.024873649786938856
"Al Gore",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,6.24333550199194E-4,0.024873649786938856
"Al Gore presidential campaign, 2000",incumbent,"Bill Clinton",0.008695652173913044,2.1418282803193454E-4,1.0505612623544128E-5,0.008695652173913044
"Frank C. Damrell Jr.",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,6.503474481241603E-6,0.0650730411686587
"R. Barrie Walkley",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,5.502939945665972E-6,0.024873649786938856
"Mickey Kantor",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,8.104329738162614E-5,0.024873649786938856
"Bob Krueger",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,7.35392883648089E-5,0.024873649786938856
"Keith R. Hall",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,6.503474481241603E-6,0.024873649786938856
"K. Terry Dornbush",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,5.002672677878157E-6,0.024873649786938856
"Kim McLane Wardlaw",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,1.0005345355756313E-5,0.0650730411686587
"Frank Almaguer",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,9.505078087968498E-6,0.024873649786938856
"Federico Peña",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,6.753608115135511E-5,0.024873649786938856
"Bill Richardson",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,2.581379101785129E-4,0.024873649786938856
"Guido Calabresi",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,4.002138142302525E-5,0.0650730411686587
"Fernando Torres-Gil",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,7.5040090168172345E-6,0.024873649786938856
"Julio M. Fuentes",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.002672677878157E-6,0.0650730411686587
"Lloyd Bentsen",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,2.696440573376326E-4,0.024873649786938856
"Kenneth Yalowitz",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.2506681694695391E-5,0.024873649786938856
"Edward M. Gabriel",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,5.002672677878157E-6,0.024873649786938856
"George H. W. Bush",successor,"Bill Clinton",9.939087591759076E-5,2.1418282803193454E-4,6.24333550199194E-4,5.679478623862329E-5
"Eldon E. Fallon",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,6.503474481241603E-6,0.0650730411686587
"Paul K. Holmes III",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,7.003741749029419E-6,0.024873649786938856
"Ronald E. Neumann",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,2.9015501531693307E-5,0.024873649786938856
"Martin C. Faga",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,5.502939945665972E-6,0.024873649786938856
"William Perry",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.665890001733426E-4,0.024873649786938856
"Franklin Raines",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,2.9015501531693307E-5,0.024873649786938856
"Carl Barbier",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.502939945665972E-6,0.0650730411686587
"John Podesta",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,7.754142650711143E-5,0.024873649786938856
"Richard Paez",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,7.003741749029419E-6,0.0650730411686587
"Peter D. Feaver",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.7509354372573547E-5,0.024873649786938856
"Joycelyn Elders",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.2506681694695391E-5,0.024873649786938856
"Anne W. Patterson",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,6.203314120568914E-5,0.024873649786938856
"Togo D. West, Jr.",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,6.903688295471856E-5,0.024873649786938856
"Joseph H. McKinley Jr.",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.502939945665972E-6,0.0650730411686587
"Robert Bruce King",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,4.002138142302525E-6,0.0650730411686587
"Eric L. Clay",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.002672677878157E-6,0.0650730411686587
"Hillary Rodham Clinton",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,0.001044558055140959,0.024873649786938856
"Donald C. Nugent",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.502939945665972E-6,0.0650730411686587
"Richard W. Story",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.502939945665972E-6,0.0650730411686587
"Raymond Flynn",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,2.7014432460542043E-5,0.024873649786938856
"Roger W. Ferguson, Jr.",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,3.351790694178365E-5,0.024873649786938856
"Dick Celeste",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,5.853127033117443E-5,0.024873649786938856
"Edward P. Brynn",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,8.00427628460505E-6,0.024873649786938856
"Joe Purcell",successor,"Bill Clinton",4.259608967896747E-5,2.1418282803193454E-4,6.803634841914293E-5,5.679478623862329E-5
"Diana E. Murphy",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,7.5040090168172345E-6,0.0650730411686587
"William S. Sessions",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,2.8515234263905492E-5,0.024873649786938856
"Janet Reno",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,7.604062470374798E-5,0.024873649786938856
"Alan Greenspan",president,"Bill Clinton",4.954910316123278E-4,2.1418282803193454E-4,5.34285441997387E-4,0.024873649786938856
"Audrey G. Fleissig",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.004810820180681E-6,0.024873649786938856
"Mary Beth Cahill",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.1005879891331944E-5,0.024873649786938856
"Jesse Brown",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,7.754142650711143E-5,0.024873649786938856
"Richard Linn",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,7.003741749029419E-6,0.0650730411686587
"Helen Ginger Berrigan",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,6.503474481241603E-6,0.0650730411686587
"Peter W. Galbraith",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,4.2022450494176514E-5,0.024873649786938856
"Jeffrey Davidow",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,3.451844147735928E-5,0.024873649786938856
"Christopher E. Goldthwait",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.0005345355756313E-5,0.024873649786938856
"Michael Hayden (general)",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,2.881539462457818E-4,0.024873649786938856
"Rose M. Likins",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.700908710478573E-5,0.024873649786938856
"Fortunato Benavides",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,6.003207213453788E-6,0.0650730411686587
"Kenneth Minihan",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,5.853127033117443E-5,0.024873649786938856
"Nancy Halliday Ely-Raphel",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.004810820180681E-6,0.024873649786938856
"Mary Ann Vial Lemmon",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,6.503474481241603E-6,0.0650730411686587
"James G. Carr",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.502939945665972E-6,0.0650730411686587
"Johnnie Carson",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,2.5013363389390782E-5,0.024873649786938856
"Jerry MacArthur Hultin",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.2006414426907576E-5,0.024873649786938856
"Jane Garvey (aviation administrator)",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.3507216230271022E-5,0.024873649786938856
"Raymond Kelly",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,3.7019777816298355E-5,0.024873649786938856
"Robert Pelletreau",president,"Bill Clinton",3.9639282528986224E-4,2.1418282803193454E-4,1.4007483498058839E-5,0.024873649786938856
"Lacy Thornburg",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,7.003741749029419E-6,0.0650730411686587
"Susan Tierney",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.004810820180681E-6,0.024873649786938856
"Stanwood Duval",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,7.5040090168172345E-6,0.0650730411686587
"Okla Jones II",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,7.5040090168172345E-6,0.0650730411686587
"Mark Gearan",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.505078087968498E-6,0.024873649786938856
"Alan Blinken",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.004810820180681E-6,0.024873649786938856
"R. Nicholas Burns",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,6.203314120568914E-5,0.024873649786938856
"Caldwell Esselstyn",influenced,"Bill Clinton",1.8779342723004695E-4,2.1418282803193454E-4,3.0016036067268938E-5,9.389671361502347E-5
"Edward Jurith",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,3.001603606726894E-6,0.024873649786938856
"James R. Clapper",president,"Bill Clinton",3.9639282528986224E-4,2.1418282803193454E-4,1.0605666077101691E-4,0.024873649786938856
"Jack Lew",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,2.2562053777230485E-4,0.024873649786938856
"Buddy MacKay",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.0405559169986565E-4,0.024873649786938856
"William Joseph Burns",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,9.25494445407459E-5,0.024873649786938856
"Jean Kennedy Smith",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.760940782613111E-4,0.024873649786938856
"Cynthia P. Schneider",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.3507216230271022E-5,0.024873649786938856
"Robert Rubin",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,3.421828111668659E-4,0.024873649786938856
"Louis Freeh",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,2.8014966996117677E-5,0.024873649786938856
"R. James Woolsey, Jr.",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.0505612623544128E-4,0.024873649786938856
"Louis Caldera",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,9.004810820180681E-5,0.024873649786938856
"M. James Lorenz",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,6.503474481241603E-6,0.0650730411686587
"James H. Billington",president,"Bill Clinton",4.954910316123278E-4,2.1418282803193454E-4,6.753608115135511E-5,0.024873649786938856
"Henry Cisneros",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,5.853127033117443E-5,0.024873649786938856
"Anthony Lake",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.3207055869598333E-4,0.024873649786938856
"Frank M. Hull",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.002672677878157E-6,0.0650730411686587
"Ada Deer",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.8509888908149177E-5,0.024873649786938856
"Jim Sasser",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.700908710478573E-5,0.024873649786938856
"Garr King",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,6.003207213453788E-6,0.0650730411686587
"William Jefferson Clinton",wikiPageRedirects,"Bill Clinton",1.6734289932283022E-7,2.1418282803193454E-4,1.0005345355756313E-6,7.53043046952736E-6
"James Franklin Collins",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,4.5024054100903405E-6,0.024873649786938856
"Gordon Giffin",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.0005345355756313E-5,0.024873649786938856
"Wyche Fowler",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,4.2022450494176514E-5,0.024873649786938856
"Robert Finn (diplomat)",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,1.2506681694695391E-5,0.024873649786938856
"Diana Gribbon Motz",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,6.003207213453788E-6,0.0650730411686587
"Diane Wood",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,7.804169377489924E-5,0.0650730411686587
"Seth P. Waxman",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.700908710478573E-5,0.024873649786938856
"Robert H. Whaley",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.502939945665972E-6,0.0650730411686587
"Thomas J. Whelan (judge)",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.502939945665972E-6,0.0650730411686587
"Timothy B. Dyk",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,3.001603606726894E-6,0.0650730411686587
"Stuart M. Gerson",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,4.002138142302525E-6,0.024873649786938856
"Kermit Edward Bye",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,4.002138142302525E-6,0.0650730411686587
"Mary Ellen Withrow",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,6.503474481241603E-6,0.024873649786938856
"Minnijean Brown-Trickey",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,7.5040090168172345E-6,0.024873649786938856
"Harriet Elam-Thomas",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.5008018033634469E-5,0.024873649786938856
"M. Margaret McKeown",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,9.505078087968498E-6,0.0650730411686587
"Paul Carey (politician)",knownFor,"Bill Clinton",3.587443946188341E-5,2.1418282803193454E-4,6.003207213453788E-6,1.0762331838565022E-4
"William Haskell Alsup",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.502939945665972E-6,0.0650730411686587
"Marc Grossman",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,3.902084688744962E-5,0.024873649786938856
"Richard Riley",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.3257082596377113E-4,0.024873649786938856
"Hershel W. Gober",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.405024634410935E-5,0.024873649786938856
